ID,Caption,CUIs,CUI_caption,keywords
ROCOv2_2023_train_000248,Selecting the entry point for partial plantar fasciotomy,C0041618,Ultrasonography,"Ultrasonography, Foot, Bottom, Plantar fasciosis."
ROCOv2_2023_train_000266,Thin-layer computed tomography demonstrating a small thickening of the right mid ureter.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Ureter, Thin-layer view, Small thickening."
ROCOv2_2023_train_000270,"Vascular aspects of Classic KS. Classic Kaposi Sarcoma lesion, with slight vascularisation (only one vascular pole), in a small superficial hypoechoic lesion, is evident.",C0041618,Ultrasonography,"Sonogram, Skin, Top, Classic Kaposi Sarcoma."
ROCOv2_2023_train_000271,Pretreatment chest X-ray.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-Anterior, Normal"
ROCOv2_2023_train_000272,Posttreatment chest X-ray.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Normal"
ROCOv2_2023_train_000273,Posttreatment CT scan.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Whole Body, Posterior View, Normal."
ROCOv2_2023_train_000278,A cross-sectional slice of CT abdomen showing left colonic mass with extramural extension.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Cross-sectional slice, Left colonic mass with extramural extension Normal."
ROCOv2_2023_train_000288,MRI (T1-weighted with gadoliunium) at presentation in April 2008.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Whole Body, T1-weighted with gadoliunium, Normal."
ROCOv2_2023_train_000293,MRI image of the subcutaneous lesion.,C0024485,Magnetic Resonance Imaging,"MRI image, Subcutaneous lesion, Sagittal view, Normal."
ROCOv2_2023_train_000327,MRI T2-weighted Coronal Plane Image Idiopathic Scoliosis Patient #26. Schmorl's nodes on superior and inferior marker lines compared to normal discs at the adjacent levels.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Spine, Coronal View, Idiopathic Scoliosis"
ROCOv2_2023_train_000329,Post-operative computed tomography scan showing successful craniotomy.,C0040405,X-Ray Computed Tomography,"Computed Tomography Scan, Skull, Post-operative View, Successful Craniotomy Normal."
ROCOv2_2023_train_000332,Immediate postoperative chest AP using inhaled NO shows stationary state.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-anterior, Normal"
ROCOv2_2023_train_000348,Post craniotomy,C0040405,X-Ray Computed Tomography,"X-ray, Skull, Posterior View of Patient's Condition: Normal"
ROCOv2_2023_train_000351,Sagittal gadolinium-enhanced MRI at admission.,C0024485,Magnetic Resonance Imaging,"MRI, Sagittal section of Spine, Above, Normal."
ROCOv2_2023_train_000357,"The local anesthetic spread following injection. LA, local anesthetic",C0041618,Ultrasonography,"Ultrasonography, Tooth, Side, Normal"
ROCOv2_2023_train_000369,CT scan after surgical oncology showing right radical adrenalectomy and total omentectomy.,C0040405,X-Ray Computed Tomography,"Computed Tomography Image, Abdomen, Whole Body View, Normal."
ROCOv2_2023_train_000374,T2 weighted magnetic resonance imaging scan revealed large lobulated mass around L2-L5 spinous process level.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Spine, T2 weighted, Large lobulated mass around spinous process."
ROCOv2_2023_train_000386, Transverse color Doppler image demonstrates prominent cervical venous collateralisation.,C0041618,Ultrasonography,"Color Doppler image, Neck, Transverse view, Normal"
ROCOv2_2023_train_000402,Bankart lesion.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Bankart lesion, Sagittal view of, Abnormal."
ROCOv2_2023_train_000403,ALPSA lesion.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Spine, Sagittal view of Spine, ALPSA lesion."
ROCOv2_2023_train_000404,Perthes lesion.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Hip, Sagittal view, Perthes lesion."
ROCOv2_2023_train_000407,Plain abdominal radiographs suggested subileus.,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Anterior-Posterior View, Subileus."
ROCOv2_2023_train_000408,Abdominal CT on Day 7 after the surgery showed that HPVG had disappeared.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Frontal View, Normal."
ROCOv2_2023_train_000412,Chest X-ray at completion of treatment.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Normal"
ROCOv2_2023_train_000423,Lead break during transvenous lead extraction as assessed by fluoroscopy,C1306645;C0000726,Plain x-ray;Abdomen,"Fluoroscopy, Abdomen, Side; Normal"
ROCOv2_2023_train_000425,CT scan image showing polypoidal lesion at ileocaecal junction.,C0040405,X-Ray Computed Tomography,"Computed Tomography Image, Small Intestine, Side View of Polypoidal Lesion."
ROCOv2_2023_train_000426,Preoperative CT scan image of the patient (lung window) which shows the extend of bullous disease.,C0040405,X-Ray Computed Tomography,"X-ray, Lung, Window of X-ray image, Bullous disease."
ROCOv2_2023_train_000427,Computed tomography (CT) scan: a high-grade distal small bowel obstruction with a transitional zone in the left lower abdomen,C0040405;C0000726,X-Ray Computed Tomography;Abdomen,"Computed Tomography, Abdomen, Cross-section view of Lower Left side, Normal."
ROCOv2_2023_train_000432,Preoperative CT scan showing diffuse retroperitoneal fibrosis.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Retroperitoneal Area, Scan, Diffuse Fibrosis."
ROCOv2_2023_train_000444,White arrow shows the NF thickness measurement in the transcerebellar plane. NF = nuchal fold.,C0041618,Ultrasonography,"Ultrasonography, Cerebellum, Transcerebellar plane, Normal."
ROCOv2_2023_train_000446,Chest x-ray on postoperative day one shows interval complete resection of the mass. A right-sided chest tube is also seen in situ.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-Anterior, Patient has undergone surgery and has a chest tube in place."
ROCOv2_2023_train_000461,"Panoramic radiograph: Patient: 66 years old, male, secondary osteoporosis due to castration, alendronate. Red arrow indicates the almost invisible fracture. The computed tomography (CT) scan is shown in Figure 6 and the corresponding single photon emission computed tomography (SPECT) and SPECT/CT images in Figure 8 and Figure 9 respectively. AAMOS staging: stage 3.",C1306645;C0037303,Plain x-ray;Bone structure of cranium,"Panoramic X-ray, Skull, Side, Normal"
ROCOv2_2023_train_000462,Illustration to show how the MAPSE measurements were taken in the four-chamber cine using contour forwarding.,C0024485,Magnetic Resonance Imaging,"MRI, Heart, Four-chamber view, Normal"
ROCOv2_2023_train_000463,An anteroposterior chest radiograph at admission demonstrating bilateral interstitial infiltrates.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Bilateral interstitial infiltrates."
ROCOv2_2023_train_000473,CT scan of abdomen showing liver metastases.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Cross-Sectional View, Liver Metastases."
ROCOv2_2023_train_000475,Magnetic resonance GIST with contrast,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Gastrointestinal System, Magnetic Resonance Image with Contrast, Gastrointestinal Cancer."
ROCOv2_2023_train_000476,Chest X-Ray (Antero-posterior view) taken in the intensive care unit on the second day of admission.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anteroposterior view, Normal."
ROCOv2_2023_train_000483,Splenomegaly,C0040405,X-Ray Computed Tomography,"X-ray, Spleen, Frontal View, Normal"
ROCOv2_2023_train_000494,Gamma Knife treatment planning illustration of dose on an axial T1 postgadolinium MRI scan for the first Gamma Knife treatment.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Brain, Axial, Normal."
ROCOv2_2023_train_000496,CT showing SMA dorsal to SMV.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Spine, Dorsal to Vertebral Column View, Normal."
ROCOv2_2023_train_000510,"After aspiration thrombectomy, antegrade flow was fully restored.RAO, right anterior oblique.",C0002978,angiogram,"Angiogram, Artery, Right anterior oblique, Normal."
ROCOv2_2023_train_000528,Short axis view. Late gadolinium enhancement with suboptimal myocardial nullification pattern.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Heart, Short axis, Late gadolinium enhancement with suboptimal myocardial nullification pattern."
ROCOv2_2023_train_000529,Showing a large well defined mass of 9.8 × 7.4 cms along with displacement of the bowel loops,C0040405,X-Ray Computed Tomography,"X-ray, Abdomen, Computed Tomography View, Normal"
ROCOv2_2023_train_000530,Abdominal CT scan of the patient shows heterogeneous right adrenal mass.,C0040405,X-Ray Computed Tomography,"X-Ray, Abdomen, Heterogeneous View, Normal"
ROCOv2_2023_train_000560,Coronal CT scan of the abdomen and pelvis showing a pseudokidney mass (arrow).,C0040405,X-Ray Computed Tomography,"X-ray, Abdomen and Pelvis, Coronal View, Pseudokidney Mass."
ROCOv2_2023_train_000561,Ultrasound scan showing a hard 2 x 3cm lesion in her left rectus.,C0041618,Ultrasonography,"Ultrasound, Rectus, Side, Hard lesion 2 x 3cm."
ROCOv2_2023_train_000562,MRI showing a benign lesion consistent with an intramuscular lipoma.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Muscle, Side, Benign lesion consistent with intramuscular lipoma."
ROCOv2_2023_train_000570,"Embolisation of fundal varices using an Amplatzer® vascular plug, in conjunction with the TIPS procedure due to persistence of fundal varices filling despite a functional TIPS.",C0002978,angiogram,"Angiogram, Liver and Spleen, Bottom, Embolisation."
ROCOv2_2023_train_000572,Transjugular portography in the same patient.,C0002978,angiogram,"Transjugular Portography, Liver, Angiogram from inside, Liver abnormality."
ROCOv2_2023_train_000574,Magnetic resonance imaging. Contrast enhanced Axial T1 image showing a temporoparietal hypointense area with few petechial lesions,C0024485,Magnetic Resonance Imaging,"T1 Magnetic Resonance Imaging, Head, Axial, Normal."
ROCOv2_2023_train_000584,Computed tomography image from case 1 showing a small left loculated pleural effusion with some evidence of pleural thickening.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Pleura, Side View, Small Loculated Effusion with Pleural Thickening."
ROCOv2_2023_train_000587,Chest radiography from case 2 showing extensive surgical emphysema.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Surgical Emphysema"
ROCOv2_2023_train_000591,Chest radiography from case 3.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Normal"
ROCOv2_2023_train_000600,Chest CT of the patient at the time of tuberculosis diagnosis with air bronchograms (yellow arrows) and pulmonary nodules (orange arrows).,C0040405,X-Ray Computed Tomography,"Computed Tomography, Chest, Top, Tuberculosis diagnosis with air bronchograms and pulmonary nodules."
ROCOv2_2023_train_000603,Preoperative horizontal MRI scan indicating the location (white arrow) of the adenocarcinoma of the right palatomaxillary region. [L]: left side; [R]: right side; [A]: anterior aspect; [P]: posterior aspect.,C0024485,Magnetic Resonance Imaging,"MRI, Maxillofacial region, Horizontal, Adenocarcinoma."
ROCOv2_2023_train_000617,Left axillary mass at presentation.,C0002978,angiogram,"X-ray, Axillary region, Left side, Mass presence."
ROCOv2_2023_train_000619,Chest radiograph showing a right pneumothorax.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-anterior, Right Pneumothorax"
ROCOv2_2023_train_000620,Chest radiograph showing a recurrent right pneumothorax.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior View of Right Pneumothorax"
ROCOv2_2023_train_000621,Transvaginal ultrasound showing endometrial foci on rectovaginal septum.,C0041618,Ultrasonography,"Transvaginal ultrasound, Pelvis, Sagittal view of rectovaginal septum, Endometrial foci."
ROCOv2_2023_train_000649,X-ray chest showing anterior mediastinal mass,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Front-to-back, Anterior mediastinal mass."
ROCOv2_2023_train_000650,Computed tomography thorax showing inhomogeneously enhancing mass lesion involving the entire right hemithorax,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Thorax, Entire Right Side, Inhomogeneously Enhancing Mass Lesion."
ROCOv2_2023_train_000651,"In contrast to the clinical picture, this Axial CT scan image, performed during an inadvertent Valsalva manoeuvre, shows only minimal left enophthalmos (highlighted by the broken lines).",C0040405,X-Ray Computed Tomography,"X-ray Computed Tomography, Eye, Axial View, Normal."
ROCOv2_2023_train_000653,Abdominal CT scan showing an infrarenal atheroscleroting aortic aneurysm of 38 mm with periaortitis.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Cross-sectional, Atherosclerotic aortic aneurysm with periaortitis."
ROCOv2_2023_train_000655,"Preoperative magnetic resonance imaging study demonstrates the lesion to be a large, lobulated, pedunculated, heterogeneous focal mass without galea aponeurotica involvement.",C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Skull, Axial View, Normal."
ROCOv2_2023_train_000657,Computed tomography showing small focal lesion (arrow) originally suspected to be a neoplastic lesion,C0040405,X-Ray Computed Tomography,"Computed tomography, Abdomen, Slice, Normal."
ROCOv2_2023_train_000660,"Sagittal MRI T1 fat suppression protocol with contrast, performed on admission (pre-operatively)",C0024485,Magnetic Resonance Imaging,"MRI Image, Brain, Sagittal View, Normal"
ROCOv2_2023_train_000661,Sagittal MRI T1 fat suppression protocol with contrast performed 1 month after surgical drainage and antibiotic therapy,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Spine, Sagittal, Normal"
ROCOv2_2023_train_000664,Right phthisical eye.,C0040405,X-Ray Computed Tomography,Right phthisical eye. X-Ray of Computed Tomography of Right Phthisical Eye from Side Normal
ROCOv2_2023_train_000666,Figure 1: double bubble sign,C1306645;C1999039,Plain x-ray;Anterior-Posterior,"X-ray, Chest, Front View of Chest, Normal."
ROCOv2_2023_train_000667,Two-dimensional echocardiogram in our patient demonstrating prominent trabeculations and deep intratrabecular recesses (marked by arrows).,C0041618,Ultrasonography,"Echocardiogram, Heart, Two-dimensional view from side, Normal."
ROCOv2_2023_train_000669,Apical four-chamber view of echocardiography demonstrating the end diastolic ratio of noncompacted layer 18.7 mm (yellow marking) and compacted layer 7.2 mm (blue marking) with resultant ratio of >2.,C0041618,Ultrasonography,"Ultrasound, Heart, Apical four-chamber view, Normal"
ROCOv2_2023_train_000683,Computed tomography of the lungs showing micronodules,C0040405,X-Ray Computed Tomography,"Computed Tomography, Lungs, Whole lungs, Micronodule formation."
ROCOv2_2023_train_000685,Anteroposterior left ACJ radiograph demonstrating Rockwood V ACJ dislocation.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Rockwood V ACJ dislocation."
ROCOv2_2023_train_000687,Anteroposterior left ACJ radiograph two months after re-do LARS implantation showing anatomically reduced ACJ.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Left Arm and Hand, Anteroposterior View, Normal."
ROCOv2_2023_train_000695,Preoperative magnetic resonance imaging of L1 and S1–S2 reveals bone destruction and vertebral abnormalities. Red arrows indicate L1 (upper arrow) and S1-S2 (lower arrow) lesions in MRI,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Spine, Sagittal View, Vertebral Abnormalities."
ROCOv2_2023_train_000705,Initial ultrasound image (shows pathology),C0041618,Ultrasonography,"Ultrasonography, Abdomen, Initial ultrasound image, Normal"
ROCOv2_2023_train_000706,Follow-up ultrasound image (shows pathology),C0041618,Ultrasonography,"Ultrasound image, Abdomen, Follow-up, Pathology."
ROCOv2_2023_train_000707,MRI image (no pathology),C0024485,Magnetic Resonance Imaging,"MRI, Brain, Sagittal View of Normal"
ROCOv2_2023_train_000710,Point-of-care lung ultrasound demonstrating a B-line profile (white lines).,C0041618,Ultrasonography,"Ultrasonography, Lung, Profile, B-line profile."
ROCOv2_2023_train_000722,Virtual Reality reconstruction of twins A and B.,C0040405,X-Ray Computed Tomography,"X-ray, Skull, Side view, Normal."
ROCOv2_2023_train_000723,Panoramic view.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"Panoramic x-ray, Cranium, Panoramic view, Normal"
ROCOv2_2023_train_000724,Periapical view of the treated canal.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Periapical view, Normal"
ROCOv2_2023_train_000726,MRI showing aplasia of lacrimal and salivary glands.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Face, Sagittal view of Magnetic Resonance Imaging, Aplasia."
ROCOv2_2023_train_000730,Brain CT scan showing a slight hypodense area in the right internal capsula (red arrow).,C0024485,Magnetic Resonance Imaging,"Computed Tomography, Brain, Sagittal View of, Normal."
ROCOv2_2023_train_000754,Two-dimensional imaging of the tunnel in transthoracic echocardiographic examination,C0041618,Ultrasonography,"Two-dimensional imaging, Chest, Tunnel view, Normal."
ROCOv2_2023_train_000758,Abdominal CT is completely normal before the bronchial artery embolization.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Normal View, Normal"
ROCOv2_2023_train_000761,The chest X-ray image revealed bilaterally increased non-homogeneous density on all zones,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-anterior, Bilaterally increased non-homogeneous density on all zones."
ROCOv2_2023_train_000762,High resolution computerized tomography (HRCT) image of the patient,C0040405,X-Ray Computed Tomography,"X-Ray, Chest, High resolution computerized tomography image from top, Normal."
ROCOv2_2023_train_000763,Radiological recovery of the patient on chest X-ray,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Normal"
ROCOv2_2023_train_000782,CT scan of situs inversus,C0040405,X-Ray Computed Tomography,"Computed Tomography, Thorax, Cross-sectional view, Normal"
ROCOv2_2023_train_000791,Panoramic radiograph showing multilocular radiolucent lesion in ascending ramus,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Skull, Panoramic view, Multilocular lesion"
ROCOv2_2023_train_000799,"A typical transverse slice showing the distributions of 125I seeds and isodose curves after seed implantation from CT scan. The isodose lines shown are 300 Gy (brown), 160 Gy (red), 100 Gy (blue), 80 Gy (green) and 40 Gy (yellow). PTV and 125I seeds are shown in light grey circle and blue dots, respectively.",C0024485,Magnetic Resonance Imaging,"Image: Slice
Body Part: Prostate
View of Image: Transverse
Patient's Condition: Normal"
ROCOv2_2023_train_000804,Subocclusion of RCA.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Heart, Subocclusion view, Normal"
ROCOv2_2023_train_000809,Normal esophagography.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Normal"
